;index;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
11677;16786;Apartamento;Botafogo;3;1;1;101;5100.0;1340.0;342.0
11678;16787;Apartamento;Laranjeiras;4;3;1;216;7000.0;2700.0;5000.0
11679;16789;Apartamento;Gardênia Azul;2;1;0;50;1700.0;470.0;
11680;16791;Apartamento;Leme;3;1;2;200;22000.0;;
11681;16793;Casa de Condomínio;Itanhangá;5;4;5;800;15000.0;1700.0;1300.0
11682;16795;Apartamento;Ipanema;2;0;0;65;3500.0;902.0;184.0
11683;16796;Apartamento;Taquara;2;0;0;41;900.0;230.0;
11684;16798;Apartamento;Copacabana;3;1;0;100;3100.0;700.0;
11685;16800;Apartamento;Lagoa;4;4;3;392;10500.0;2890.0;2200.0
11686;16801;Apartamento;Ipanema;3;1;1;170;8500.0;1650.0;440.0
11687;16803;Apartamento;Ribeira;1;1;0;58;1100.0;565.0;500.0
11688;16804;Casa;Pilares;2;0;1;100;1100.0;;
11689;16806;Apartamento;Copacabana;3;1;1;300;5000.0;1400.0;400.0
11690;16807;Casa de Condomínio;Barra da Tijuca;4;6;3;370;10500.0;950.0;
11691;16810;Casa de Condomínio;Freguesia (Jacarepaguá);2;1;2;60;1100.0;450.0;
11692;16811;Flat;Ipanema;2;1;1;85;8000.0;3300.0;570.0
11693;16812;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;
11694;16813;Apartamento;Leme;3;1;1;180;7500.0;1900.0;5000.0
11695;16814;Apartamento;Vila Isabel;2;0;0;50;1300.0;300.0;24.0
11696;16815;Apartamento;Botafogo;3;2;3;186;22000.0;3500.0;1060.0
11697;16816;Apartamento;Barra da Tijuca;3;1;1;107;2100.0;1258.0;144.0
11698;16817;Apartamento;Copacabana;1;0;0;25;1200.0;420.0;25.0
11699;16818;Casa;Jardim Botânico;4;3;4;452;20000.0;;1749.0
11700;16820;Quitinete;Centro;1;0;0;30;700.0;480.0;80.0
11701;16821;Apartamento;Centro;2;0;0;65;2690.0;530.0;21.0
11702;16822;Apartamento;Barra da Tijuca;2;1;1;70;1750.0;750.0;78.0
11703;16823;Apartamento;Cosme Velho;3;1;1;130;2600.0;1034.0;240.0
11704;16824;Casa de Vila;Ramos;1;1;0;47;1000.0;;
11705;16826;Apartamento;Taquara;2;0;0;50;900.0;451.0;
11706;16827;Apartamento;Tijuca;1;0;0;25;1400.0;310.0;
11707;16828;Apartamento;Botafogo;3;2;1;102;3800.0;891.0;
11708;16829;Apartamento;Del Castilho;2;1;0;100;890.0;340.0;
11709;16830;Apartamento;Laranjeiras;2;1;1;68;3300.0;1580.0;180.0
11710;16834;Apartamento;Barra da Tijuca;4;3;2;270;12000.0;3550.0;
11711;16835;Apartamento;Ipanema;4;3;4;320;28000.0;5700.0;1500.0
11712;16836;Apartamento;Copacabana;4;1;1;172;11000.0;2000.0;475.0
11713;16837;Quitinete;Flamengo;1;0;0;22;1000.0;370.0;25.0
11714;16838;Apartamento;Tijuca;2;1;0;60;1550.0;550.0;51.0
11715;16839;Apartamento;Ipanema;3;1;1;150;7400.0;1890.0;700.0
11716;16841;Apartamento;Copacabana;2;0;0;78;2700.0;740.0;30.0
11717;16842;Casa de Condomínio;Barra da Tijuca;6;5;6;370;9000.0;580.0;680.0
11718;16844;Apartamento;Leme;1;0;0;35;2000.0;450.0;50.0
11719;16846;Apartamento;Grajaú;2;0;0;90;1500.0;500.0;90.0
11720;16847;Apartamento;Botafogo;3;1;0;118;4500.0;1488.0;194.0
11721;16849;Apartamento;Leblon;3;0;1;120;9500.0;2180.0;435.0
11722;16851;Apartamento;Ipanema;3;1;1;170;13000.0;1776.0;509.0
11723;16852;Flat;Humaitá;1;1;0;50;2000.0;1233.0;142.0
11724;16855;Apartamento;Barra da Tijuca;2;2;1;105;4499.0;1780.0;
11725;16856;Quitinete;Guadalupe;1;0;0;21;500.0;9.0;
11726;16858;Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0
11727;16859;Apartamento;Jardim Guanabara;3;3;1;140;2300.0;800.0;
11728;16860;Apartamento;Lagoa;4;2;1;200;8000.0;2090.0;702.0
11729;16861;Apartamento;Barra da Tijuca;4;3;4;340;5500.0;1798.0;623.0
11730;16862;Apartamento;Flamengo;4;2;1;330;10000.0;2368.0;1045.0
11731;16863;Quitinete;Flamengo;1;0;0;23;1500.0;340.0;
11732;16865;Apartamento;Centro;2;0;0;65;1600.0;400.0;
11733;16866;Apartamento;Cachambi;3;1;0;60;1400.0;660.0;37.0
11734;16867;Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;1500.0
11735;16869;Apartamento;Tijuca;1;0;0;33;1350.0;260.0;24.0
11736;16871;Casa de Condomínio;Vargem Pequena;2;2;1;100;2100.0;365.0;70.0
11737;16875;Casa de Condomínio;Andaraí;3;2;0;136;2200.0;532.0;
11738;16876;Apartamento;Flamengo;4;3;3;460;20000.0;3300.0;990.0
11739;16877;Apartamento;Ipanema;1;0;0;32;2300.0;279.0;23.0
11740;16878;Apartamento;Jacarepaguá;2;1;0;50;1800.0;520.0;18.0
11741;16879;Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1319.0;150.0
11742;16880;Apartamento;Leblon;4;2;1;560;25000.0;2300.0;6000.0
11743;16881;Apartamento;Flamengo;3;1;2;365;15000.0;2300.0;950.0
11744;16884;Apartamento;Botafogo;3;3;1;96;6500.0;488.0;
11745;16885;Apartamento;Lagoa;4;3;2;270;10900.0;1628.0;
11746;16887;Apartamento;Barra da Tijuca;4;3;3;338;12000.0;4100.0;825.0
11747;16888;Apartamento;Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;180.0
11748;16889;Apartamento;Cachambi;1;0;0;36;600.0;407.0;
11749;16890;Apartamento;Piedade;2;0;0;73;990.0;255.0;
11750;16891;Apartamento;Copacabana;4;2;1;200;6300.0;1650.0;
11751;16893;Apartamento;Leblon;3;2;3;140;14000.0;2500.0;650.0
11752;16894;Apartamento;Barra da Tijuca;1;1;0;48;3200.0;1670.0;
11753;16895;Apartamento;Laranjeiras;2;1;1;71;2700.0;915.0;131.0
11754;16897;Apartamento;Barra da Tijuca;4;1;1;133;3500.0;1200.0;423.0
11755;16899;Apartamento;Copacabana;2;0;0;95;6000.0;;
11756;16900;Apartamento;Barra da Tijuca;2;1;0;60;2350.0;960.0;183.0
11757;16902;Apartamento;Santa Teresa;1;0;1;45;2150.0;700.0;100.0
11758;16903;Apartamento;Barra da Tijuca;3;2;1;105;3200.0;1800.0;244.0
11759;16904;Apartamento;Santa Teresa;2;0;0;45;1700.0;445.0;
11760;16908;Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;923.0
11761;16909;Apartamento;Copacabana;4;1;0;180;2000.0;1924.0;423.0
11762;16910;Apartamento;Copacabana;2;1;1;100;6000.0;1200.0;300.0
11763;16911;Apartamento;Arpoador;2;2;2;81;6500.0;;
11764;16912;Apartamento;Méier;2;0;0;67;1100.0;538.0;13.0
11765;16913;Apartamento;Barra da Tijuca;3;2;2;110;5000.0;1970.0;235.0
11766;16914;Apartamento;Barra da Tijuca;2;1;1;77;2100.0;1000.0;100.0
11767;16915;Flat;Ipanema;1;1;0;56;4400.0;1500.0;180.0
11768;16916;Apartamento;Barra da Tijuca;2;1;1;85;2200.0;1300.0;330.0
11769;16917;Flat;Barra da Tijuca;1;1;1;62;2133.0;970.0;140.0
11770;16921;Flat;Barra da Tijuca;1;0;0;60;2000.0;1550.0;
11771;16922;Casa;Jacarepaguá;5;1;1;540;4500.0;;
11772;16923;Apartamento;Lagoa;2;1;2;167;7000.0;1480.0;510.0
11773;16925;Apartamento;Tijuca;3;1;1;90;2500.0;1350.0;
11774;16926;Flat;Ipanema;2;1;0;70;2500.0;1600.0;240.0
11775;16927;Apartamento;Recreio dos Bandeirantes;3;1;1;106;1700.0;650.0;2057.0
11776;16929;Apartamento;Realengo;2;0;0;60;550.0;247.0;
11777;16931;Apartamento;Lagoa;3;3;3;400;30000.0;5900.0;2900.0
11778;16933;Apartamento;Barra da Tijuca;2;1;1;68;1900.0;960.0;107.0
11779;16935;Quitinete;Copacabana;1;0;0;35;1500.0;790.0;
11780;16936;Apartamento;Recreio dos Bandeirantes;3;2;1;140;3000.0;1300.0;300.0
11781;16937;Apartamento;Ipanema;2;1;2;200;13000.0;1500.0;
11782;16938;Apartamento;Barra da Tijuca;2;1;1;80;3000.0;2000.0;220.0
11783;16939;Apartamento;Botafogo;3;2;1;160;3900.0;2219.0;428.0
11784;16940;Apartamento;Recreio dos Bandeirantes;2;1;1;76;2000.0;817.0;150.0
11785;16941;Apartamento;Tijuca;1;0;0;50;1400.0;511.0;
11786;16942;Apartamento;Barra da Tijuca;3;2;1;106;3500.0;1765.0;690.0
11787;16943;Apartamento;Tijuca;3;1;1;100;2300.0;690.0;
11788;16944;Apartamento;Piedade;2;1;0;50;1000.0;150.0;
11789;16945;Apartamento;Barra da Tijuca;1;1;0;76;1600.0;1007.0;181.0
11790;16948;Apartamento;Tijuca;3;1;0;90;2500.0;790.0;96.0
11791;16949;Apartamento;Copacabana;1;1;1;45;2250.0;1200.0;270.0
11792;16951;Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;70.0
11793;16953;Apartamento;Barra da Tijuca;2;1;1;70;2300.0;900.0;
11794;16954;Apartamento;Botafogo;2;1;1;92;3300.0;833.0;236.0
11795;16955;Apartamento;Botafogo;3;2;1;437;18000.0;4400.0;
11796;16958;Apartamento;Copacabana;2;2;1;78;3580.0;861.0;
11797;16960;Casa de Condomínio;Vargem Grande;2;0;0;70;1500.0;;
11798;16961;Apartamento;Barra da Tijuca;2;1;1;80;2250.0;1150.0;138.0
11799;16962;Casa;Vila Valqueire;3;1;0;100;1500.0;;
11800;16963;Apartamento;Leblon;2;0;0;68;2700.0;1050.0;187.0
11801;16964;Apartamento;Méier;2;0;0;55;1400.0;225.0;71.0
11802;16965;Apartamento;Barra da Tijuca;2;1;1;104;3800.0;2570.0;655.0
11803;16966;Apartamento;Leblon;3;2;1;260;8000.0;4300.0;1185.0
11804;16967;Apartamento;Gávea;4;3;4;571;7500.0;5000.0;1639.0
11805;16968;Apartamento;Copacabana;1;0;0;50;2000.0;660.0;25.0
11806;16970;Apartamento;Barra da Tijuca;4;4;3;220;8440.0;960.0;600.0
11807;16971;Apartamento;Leblon;1;0;0;35;4000.0;;
11808;16972;Apartamento;Laranjeiras;2;0;0;65;2100.0;817.0;28.0
11809;16973;Apartamento;Glória;1;0;0;50;1400.0;480.0;20.0
11810;16975;Casa;Campo Grande;2;3;0;120;1200.0;;30.0
11811;16976;Apartamento;Humaitá;2;1;1;85;2800.0;900.0;194.0
11812;16977;Apartamento;Barra da Tijuca;3;1;1;70;2259.0;600.0;740.0
11813;16979;Apartamento;Leme;1;0;1;27;1400.0;385.0;
11814;16980;Apartamento;Campo Grande;2;1;1;65;700.0;450.0;
11815;16981;Apartamento;Leblon;1;0;1;75;3200.0;900.0;130.0
11816;16982;Apartamento;Méier;1;0;0;42;1200.0;380.0;15.0
11817;16984;Casa;Jardim Botânico;6;2;1;385;15000.0;1000.0;990.0
11818;16985;Apartamento;Recreio dos Bandeirantes;3;3;1;193;4500.0;840.0;502.0
11819;16986;Apartamento;Botafogo;2;1;0;90;5600.0;1200.0;
11820;16987;Apartamento;Copacabana;3;1;0;212;5000.0;2281.0;777.0
11821;16988;Apartamento;Barra da Tijuca;4;3;2;260;20009.0;4200.0;
11822;16991;Flat;Barra da Tijuca;1;1;1;52;5500.0;2264.0;554.0
11823;16992;Apartamento;Recreio dos Bandeirantes;3;2;2;88;1800.0;900.0;195.0
11824;16993;Apartamento;Taquara;2;0;0;91;1400.0;350.0;12.0
11825;16994;Apartamento;Flamengo;2;0;0;72;2300.0;580.0;1200.0
11826;16995;Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;602.0;196.0
11827;16996;Casa;Ramos;2;0;0;48;800.0;;
11828;16998;Apartamento;Recreio dos Bandeirantes;2;1;1;72;1700.0;931.0;
11829;16999;Apartamento;Copacabana;3;0;0;147;4200.0;1200.0;190.0
11830;17000;Apartamento;Copacabana;1;0;0;38;1300.0;520.0;74.0
11831;17001;Apartamento;Copacabana;3;0;0;125;3500.0;1700.0;
11832;17002;Apartamento;Catete;3;1;1;90;3500.0;1200.0;200.0
11833;17003;Apartamento;Botafogo;1;1;0;61;2650.0;569.0;138.0
11834;17004;Apartamento;Santa Teresa;3;0;0;110;1800.0;886.0;70.0
11835;17008;Apartamento;Tijuca;2;1;1;100;1800.0;727.0;102.0
11836;17009;Apartamento;Recreio dos Bandeirantes;2;1;1;69;2400.0;950.0;118.0
11837;17011;Apartamento;Botafogo;2;1;1;80;2500.0;920.0;150.0
11838;17012;Apartamento;Recreio dos Bandeirantes;3;2;1;110;2400.0;810.0;221.0
11839;17013;Apartamento;Recreio dos Bandeirantes;2;1;2;85;1700.0;588.0;
11840;17015;Apartamento;Tijuca;3;0;0;122;1500.0;695.0;172.0
11841;17017;Apartamento;Tijuca;2;1;0;68;2000.0;705.0;99.0
11842;17019;Apartamento;Copacabana;2;2;1;87;5300.0;1064.0;161.0
11843;17020;Apartamento;Flamengo;3;1;1;165;8000.0;1377.0;300.0
11844;17022;Apartamento;Ipanema;2;1;2;90;10000.0;3687.0;475.0
11845;17023;Apartamento;Barra da Tijuca;4;3;1;189;5500.0;2700.0;435.0
11846;17024;Apartamento;Barra da Tijuca;2;1;1;65;1300.0;900.0;
11847;17027;Apartamento;Copacabana;4;2;3;500;20000.0;3000.0;9825.0
11848;17028;Apartamento;Ipanema;3;2;1;280;18000.0;2700.0;700.0
11849;17029;Apartamento;Barra da Tijuca;2;1;0;70;1400.0;690.0;
11850;17030;Apartamento;Riachuelo;2;1;0;60;950.0;450.0;15.0
11851;17033;Apartamento;Recreio dos Bandeirantes;3;1;1;110;2500.0;693.0;1.0
11852;17034;Apartamento;Barra da Tijuca;3;2;3;169;5000.0;1200.0;386.0
11853;17035;Apartamento;Tijuca;2;1;0;83;2200.0;750.0;83.0
11854;17038;Casa;Vila da Penha;3;0;1;300;2700.0;;
11855;17041;Apartamento;Curicica;2;0;0;80;1200.0;80.0;
11856;17042;Apartamento;Recreio dos Bandeirantes;3;1;1;89;3000.0;940.0;207.0
11857;17043;Apartamento;Recreio dos Bandeirantes;3;3;3;175;3500.0;650.0;4180.0
11858;17044;Apartamento;Recreio dos Bandeirantes;2;2;1;70;1300.0;718.0;80.0
11859;17045;Apartamento;Tijuca;2;1;1;80;1800.0;600.0;21.0
11860;17046;Apartamento;Recreio dos Bandeirantes;2;1;1;90;2300.0;700.0;1200.0
11861;17047;Apartamento;Recreio dos Bandeirantes;3;2;1;83;1600.0;845.0;157.0
11862;17048;Apartamento;Copacabana;1;0;0;35;3000.0;700.0;80.0
11863;17052;Apartamento;Barra da Tijuca;1;1;0;42;1000.0;740.0;
11864;17053;Apartamento;Copacabana;3;1;1;150;5000.0;1800.0;
11865;17056;Apartamento;Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;
11866;17057;Apartamento;Copacabana;4;1;4;430;14000.0;3100.0;800.0
11867;17058;Apartamento;Del Castilho;2;1;1;51;1600.0;472.0;29.0
11868;17062;Casa de Condomínio;Barra da Tijuca;5;8;5;1100;40000.0;2000.0;16000.0
11869;17063;Apartamento;Leblon;4;3;1;170;10000.0;3076.0;550.0
11870;17064;Apartamento;Ipanema;3;0;0;85;3600.0;950.0;145.0
11871;17065;Casa;Bangu;1;0;0;40;600.0;;
11872;17067;Apartamento;Pechincha;2;1;0;58;1250.0;445.0;58.0
11873;17068;Apartamento;Leblon;4;2;1;215;12000.0;2545.0;670.0
11874;17070;Apartamento;Leblon;2;3;1;75;4200.0;819.0;209.0
11875;17072;Apartamento;Ipanema;5;2;2;302;16000.0;2100.0;
11876;17073;Casa de Condomínio;Taquara;3;1;0;200;2000.0;130.0;480.0
11877;17075;Apartamento;Méier;2;1;0;76;1200.0;858.0;75.0
11878;17076;Flat;Barra da Tijuca;1;1;1;55;5000.0;2600.0;
11879;17077;Apartamento;Recreio dos Bandeirantes;2;2;1;100;2200.0;580.0;
11880;17078;Apartamento;Recreio dos Bandeirantes;3;0;1;200;3000.0;1170.0;300.0
11881;17079;Apartamento;Leme;2;1;0;82;3500.0;1128.0;26.0
11882;17080;Apartamento;Barra da Tijuca;3;2;1;126;3000.0;1500.0;233.0
11883;17081;Apartamento;Freguesia (Jacarepaguá);3;3;2;230;2500.0;1888.0;4400.0
11884;17082;Apartamento;Realengo;2;0;0;55;800.0;;
11885;17083;Casa;Quintino Bocaiúva;2;0;0;60;1200.0;;
11886;17084;Casa;Campo Grande;2;1;2;100;1500.0;;30.0
11887;17085;Apartamento;Ipanema;3;3;1;306;17900.0;3200.0;12271.0
11888;17087;Apartamento;Gávea;3;1;0;87;3400.0;1250.0;120.0
11889;17089;Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0
11890;17090;Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;880.0;177.0
11891;17091;Apartamento;Engenho de Dentro;1;1;0;50;800.0;250.0;
11892;17092;Apartamento;Barra da Tijuca;4;3;4;292;10000.0;3800.0;8000.0
11893;17094;Apartamento;Tijuca;3;1;1;80;2200.0;700.0;200.0
11894;17095;Apartamento;Copacabana;3;0;1;124;3500.0;860.0;
11895;17096;Casa;Jardim Botânico;4;4;4;452;20000.0;;1749.0
11896;17097;Apartamento;Barra da Tijuca;3;2;1;106;3400.0;1630.0;280.0
11897;17098;Loft;Copacabana;1;0;0;56;1500.0;678.0;56.0
11898;17099;Apartamento;Barra da Tijuca;4;3;3;247;14000.0;4400.0;1000.0
11899;17100;Apartamento;Ipanema;3;1;1;100;10000.0;;
11900;17102;Apartamento;Recreio dos Bandeirantes;2;1;1;77;1500.0;770.0;100.0
11901;17104;Apartamento;Recreio dos Bandeirantes;2;1;1;73;1300.0;926.0;
11902;17106;Apartamento;Jardim Botânico;2;0;0;70;2300.0;812.0;147.0
11903;17107;Apartamento;Olaria;2;0;0;62;700.0;230.0;
11904;17108;Quitinete;Copacabana;1;0;0;30;1600.0;390.0;24.0
11905;17109;Apartamento;Copacabana;3;1;0;160;3300.0;1741.0;
11906;17112;Apartamento;Ramos;2;0;0;78;1200.0;;
11907;17113;Casa;Curicica;2;0;1;70;1500.0;;89.0
11908;17115;Quitinete;Centro;1;0;0;28;600.0;369.0;
11909;17116;Apartamento;Barra da Tijuca;2;1;1;50;1700.0;484.0;38.0
11910;17119;Apartamento;São Cristóvão;2;0;0;60;1500.0;660.0;
11911;17120;Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1100.0;
11912;17121;Apartamento;Glória;1;0;0;52;1700.0;560.0;
11913;17123;Apartamento;Recreio dos Bandeirantes;3;3;1;190;4500.0;1150.0;570.0
11914;17124;Apartamento;Copacabana;3;0;1;100;4500.0;750.0;300.0
11915;17125;Apartamento;Higienópolis;2;1;0;88;1100.0;400.0;44.0
11916;17128;Apartamento;Barra da Tijuca;1;2;1;90;3200.0;982.0;316.0
11917;17129;Apartamento;Copacabana;2;0;0;75;2000.0;677.0;131.0
11918;17130;Apartamento;Tijuca;3;1;1;80;1900.0;982.0;113.0
11919;17131;Casa;Grajaú;3;0;1;73;2000.0;;100.0
11920;17132;Flat;Botafogo;1;1;1;45;2400.0;700.0;100.0
11921;17133;Apartamento;Tijuca;2;1;0;72;2100.0;875.0;120.0
11922;17134;Casa;Barra da Tijuca;3;2;2;220;4900.0;675.0;
11923;17136;Apartamento;Tijuca;2;1;1;86;2500.0;714.0;
11924;17137;Casa;Piedade;1;0;0;40;750.0;;16.0
11925;17139;Apartamento;Méier;1;1;0;54;1300.0;900.0;14.0
11926;17141;Casa de Condomínio;Barra da Tijuca;5;6;2;703;15000.0;;
11927;17142;Apartamento;Tijuca;2;1;0;68;1300.0;822.0;
11928;17143;Apartamento;Barra da Tijuca;4;3;2;256;11500.0;4068.0;497.0
11929;17144;Apartamento;Barra da Tijuca;4;4;4;492;7000.0;6000.0;1040.0
11930;17145;Apartamento;Leme;2;0;0;80;5000.0;943.0;290.0
11931;17151;Apartamento;Ipanema;2;1;0;67;2200.0;1600.0;148.0
11932;17152;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;1295.0;190.0
11933;17153;Apartamento;Gávea;1;0;0;45;2180.0;500.0;120.0
11934;17154;Apartamento;Leblon;4;2;4;200;9500.0;2713.0;1153.0
11935;17155;Apartamento;Barra da Tijuca;2;1;1;65;3000.0;790.0;213.0
11936;17156;Apartamento;Leblon;3;3;1;166;8500.0;3500.0;680.0
11937;17159;Apartamento;Gardênia Azul;1;1;0;39;790.0;;
11938;17160;Apartamento;São Conrado;4;4;4;450;21000.0;5800.0;
11939;17161;Apartamento;Barra da Tijuca;2;2;1;115;9000.0;2470.0;4500.0
11940;17162;Apartamento;Leblon;2;0;1;55;3500.0;1245.0;142.0
11941;17163;Apartamento;Gávea;4;2;1;178;5800.0;1462.0;409.0
11942;17164;Flat;Barra da Tijuca;1;1;0;55;2200.0;1624.0;260.0
11943;17165;Casa;Tanque;3;1;0;230;2500.0;;967.0
11944;17167;Casa;Vargem Pequena;2;0;2;80;1800.0;;
11945;17169;Apartamento;Riachuelo;3;0;0;99;980.0;425.0;13.0
11946;17171;Apartamento;Barra da Tijuca;5;4;5;1100;24000.0;8465.0;5529.0
11947;17172;Apartamento;Barra da Tijuca;3;2;1;106;2250.0;1772.0;2520.0
11948;17173;Apartamento;Benfica;2;1;0;55;1000.0;283.0;13.0
11949;17175;Apartamento;Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0
11950;17176;Apartamento;Grajaú;1;0;0;40;1000.0;460.0;25.0
11951;17177;Apartamento;Vicente de Carvalho;2;1;0;50;1100.0;300.0;
11952;17178;Apartamento;Ipanema;3;1;1;160;7800.0;2600.0;461.0
11953;17179;Apartamento;Ipanema;3;1;1;120;4700.0;1400.0;
11954;17180;Apartamento;Oswaldo Cruz;2;0;0;50;650.0;60.0;
11955;17181;Apartamento;Laranjeiras;2;1;1;82;2800.0;954.0;104.0
11956;17182;Apartamento;Leblon;2;1;1;108;5000.0;2000.0;530.0
11957;17183;Apartamento;Copacabana;1;0;0;44;1500.0;531.0;25.0
11958;17185;Casa de Condomínio;Freguesia (Jacarepaguá);4;4;3;480;7000.0;600.0;2500.0
11959;17186;Apartamento;Tijuca;2;1;1;80;2000.0;500.0;94.0
11960;17187;Apartamento;Leblon;1;0;0;45;3000.0;570.0;130.0
11961;17189;Apartamento;Leblon;3;1;1;125;8000.0;1900.0;
11962;17192;Flat;Jacarepaguá;2;1;2;64;2500.0;1500.0;100.0
11963;17193;Apartamento;Barra da Tijuca;4;2;4;378;10000.0;2800.0;21000.0
11964;17194;Apartamento;Barra da Tijuca;2;2;2;220;3500.0;1980.0;10.0
11965;17195;Apartamento;Copacabana;1;0;0;21;1400.0;439.0;25.0
11966;17197;Apartamento;Barra da Tijuca;3;3;2;240;9500.0;3526.0;1502.0
11967;17198;Apartamento;Ipanema;2;0;1;95;7000.0;2432.0;365.0
11968;17199;Casa de Condomínio;Barra da Tijuca;5;4;3;622;10000.0;1380.0;1486.0
11969;17200;Apartamento;Leme;4;1;2;310;12000.0;2500.0;460.0
11970;17201;Apartamento;Copacabana;2;0;0;85;2500.0;1117.0;166.0
11971;17202;Apartamento;Méier;1;1;0;55;800.0;400.0;17.0
11972;17204;Apartamento;Barra da Tijuca;2;1;1;95;2500.0;1090.0;278.0
11973;17205;Apartamento;Tijuca;2;1;1;70;2500.0;769.0;
11974;17206;Flat;Ipanema;2;1;1;80;10000.0;4000.0;420.0
11975;17207;Apartamento;Botafogo;2;1;0;96;2980.0;695.0;179.0
11976;17208;Apartamento;Tijuca;2;1;1;100;3100.0;700.0;
11977;17209;Apartamento;Copacabana;2;0;0;80;2600.0;764.0;
11978;17211;Apartamento;Copacabana;4;1;0;210;5500.0;2890.0;395.0
11979;17212;Apartamento;Grajaú;1;1;0;58;1100.0;670.0;360.0
11980;17213;Apartamento;Grajaú;2;1;0;60;1500.0;407.0;47.0
11981;17215;Apartamento;Humaitá;3;1;1;160;3300.0;1125.0;230.0
11982;17217;Apartamento;Taquara;2;1;0;50;1000.0;400.0;135.0
11983;17218;Apartamento;Recreio dos Bandeirantes;3;1;1;92;2000.0;675.0;1100.0
11984;17220;Apartamento;Ipanema;2;1;0;86;5500.0;2000.0;
11985;17221;Apartamento;Copacabana;1;1;0;47;2500.0;900.0;500.0
11986;17222;Apartamento;Barra da Tijuca;2;1;1;63;2800.0;1320.0;145.0
11987;17223;Apartamento;Recreio dos Bandeirantes;2;1;1;72;1600.0;700.0;55.0
11988;17225;Apartamento;Recreio dos Bandeirantes;3;2;1;144;2791.0;1582.0;2580.0
11989;17226;Casa de Condomínio;Barra da Tijuca;7;6;6;850;25000.0;2200.0;25000.0
11990;17227;Apartamento;Copacabana;4;1;2;270;10000.0;2620.0;470.0
11991;17228;Loft;Leme;1;0;0;35;3500.0;450.0;50.0
11992;17230;Apartamento;Copacabana;3;1;1;100;3000.0;1200.0;
11993;17231;Apartamento;Grajaú;3;1;1;125;1900.0;1000.0;190.0
11994;17232;Apartamento;Barra da Tijuca;4;2;2;191;3500.0;1100.0;550.0
11995;17235;Apartamento;Leme;3;1;1;100;4500.0;970.0;165.0
11996;17236;Apartamento;Ipanema;4;3;4;480;37000.0;9500.0;
11997;17238;Apartamento;Ipanema;3;1;1;120;5800.0;1700.0;139.0
11998;17239;Apartamento;Barra da Tijuca;3;2;2;189;9500.0;1700.0;
11999;17241;Apartamento;Leme;3;1;1;114;4800.0;1150.0;
12000;17244;Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1350.0;189.0
12001;17245;Apartamento;Gávea;3;0;1;115;2700.0;880.0;178.0
12002;17246;Apartamento;Botafogo;2;1;1;85;3900.0;900.0;
12003;17247;Apartamento;Copacabana;3;1;0;200;6800.0;1700.0;520.0
12004;17248;Apartamento;Recreio dos Bandeirantes;2;2;1;85;2400.0;500.0;
12005;17249;Apartamento;São Cristóvão;2;0;0;62;1200.0;480.0;14.0
12006;17251;Apartamento;Freguesia (Jacarepaguá);2;2;1;144;2400.0;938.0;
12007;17253;Apartamento;Recreio dos Bandeirantes;2;1;0;52;2200.0;;
12008;17254;Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;495.0
12009;17255;Apartamento;Botafogo;3;1;1;101;5500.0;1100.0;
12010;17256;Casa de Condomínio;Barra da Tijuca;5;2;5;810;26000.0;1550.0;3256.0
12011;17257;Casa de Vila;Jacarepaguá;2;1;1;70;1200.0;;
12012;17258;Apartamento;Copacabana;2;0;1;70;4100.0;710.0;30.0
12013;17259;Apartamento;Vila Isabel;2;0;0;76;1500.0;250.0;47.0
12014;17260;Apartamento;Botafogo;1;0;0;33;1350.0;480.0;60.0
12015;17261;Apartamento;Barra da Tijuca;1;1;1;65;6000.0;1180.0;3000.0
12016;17262;Apartamento;Tijuca;2;0;0;60;1700.0;487.0;49.0
12017;17264;Apartamento;Leblon;3;1;1;150;8500.0;2055.0;399.0
12018;17265;Apartamento;Copacabana;1;0;0;45;1700.0;470.0;58.0
12019;17266;Apartamento;Ipanema;3;2;1;140;6300.0;2200.0;387.0
12020;17267;Apartamento;Humaitá;3;0;0;103;3500.0;840.0;175.0
12021;17268;Apartamento;Barra da Tijuca;4;3;4;233;11000.0;3200.0;500.0
12022;17269;Apartamento;Ipanema;3;2;2;260;40000.0;6147.0;978.0
12023;17270;Apartamento;Leblon;3;1;0;100;4600.0;1153.0;302.0
12024;17272;Flat;Ipanema;2;1;2;80;12000.0;3300.0;
12025;17273;Apartamento;Copacabana;3;0;0;110;3500.0;650.0;
