;index;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
0;0;Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0
1;1;Casa;Jardim Botânico;2;0;1;100;7000.0;;
2;3;Apartamento;Centro;1;0;0;15;800.0;390.0;20.0
3;4;Apartamento;Higienópolis;1;0;0;48;800.0;230.0;
4;5;Apartamento;Vista Alegre;3;1;0;70;1200.0;;
5;6;Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0
6;7;Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;;
7;8;Casa de Condomínio;Ramos;2;2;0;65;1000.0;;
8;10;Apartamento;Centro;1;0;0;36;1200.0;;
9;11;Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0
10;12;Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0
11;13;Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0
12;14;Quitinete;Copacabana;1;0;0;27;1800.0;501.0;
13;15;Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0
14;17;Flat;Botafogo;3;1;1;80;3800.0;1040.0;
15;18;Casa de Condomínio;Taquara;3;1;1;115;2000.0;;
16;19;Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0
17;20;Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0
18;21;Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0
19;22;Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;
20;23;Apartamento;Olaria;3;1;0;68;1000.0;670.0;
21;24;Apartamento;Tijuca;2;1;0;78;2000.0;700.0;
22;25;Flat;Leblon;1;0;0;56;4500.0;1900.0;1500.0
23;27;Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0
24;28;Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0
25;30;Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0
26;31;Casa;Campo Grande;4;1;2;400;12000.0;;
27;32;Apartamento;Botafogo;2;1;0;76;2500.0;740.0;
28;33;Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0
29;34;Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0
30;36;Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;
31;37;Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0
32;39;Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0
33;40;Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0
34;41;Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0
35;43;Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0
36;44;Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0
37;47;Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;
38;48;Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;
39;49;Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0
40;50;Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0
41;51;Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0
42;54;Apartamento;Centro;1;0;0;27;750.0;371.0;19.0
43;55;Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0
44;56;Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0
45;57;Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0
46;59;Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;
47;60;Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0
48;62;Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0
49;63;Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0
50;64;Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0
51;65;Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0
52;66;Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0
53;67;Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0
54;68;Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0
55;70;Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0
56;71;Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;
57;73;Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0
58;74;Casa;Méier;2;0;0;51;1500.0;50.0;
59;75;Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;
60;76;Apartamento;Barra da Tijuca;2;1;1;70;;970.0;68.0
61;77;Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0
62;82;Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0
63;85;Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;
64;88;Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0
65;89;Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0
66;90;Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0
67;91;Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0
68;92;Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0
69;93;Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0
70;94;Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0
71;95;Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0
72;96;Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;
73;97;Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0
74;98;Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0
75;99;Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;
76;100;Quitinete;Centro;0;0;0;30;800.0;505.0;
77;101;Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;
78;102;Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0
79;104;Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0
80;106;Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0
81;107;Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0
82;109;Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0
83;110;Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0
84;111;Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0
85;113;Apartamento;Praça Seca;2;0;0;80;1000.0;;
86;114;Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0
87;117;Casa de Vila;Piedade;2;1;0;70;1300.0;;
88;118;Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0
89;119;Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0
90;121;Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0
91;122;Apartamento;Olaria;2;1;0;53;1100.0;160.0;
92;123;Quitinete;Copacabana;1;0;0;29;1200.0;460.0;
93;124;Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0
94;125;Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0
95;126;Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;
96;131;Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0
97;132;Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0
98;133;Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0
99;134;Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0
100;135;Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0
101;137;Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0
102;138;Casa;Maracanã;8;3;5;259;7000.0;;
103;139;Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0
104;140;Apartamento;Catete;2;0;0;75;3350.0;455.0;
105;141;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0
106;142;Casa;Benfica;1;0;0;33;1200.0;;
107;143;Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0
108;147;Apartamento;Praça Seca;2;0;0;80;900.0;350.0;
109;148;Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0
110;152;Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0
111;153;Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0
112;154;Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0
113;158;Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0
114;160;Apartamento;Gávea;3;1;1;160;8000.0;2000.0;
115;162;Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0
116;163;Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0
117;164;Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0
118;165;Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0
119;166;Apartamento;Rocha Miranda;2;1;0;50;1100.0;;
120;167;Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0
121;170;Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0
122;173;Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0
123;177;Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0
124;179;Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0
125;180;Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0
126;182;Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0
127;183;Quitinete;Catete;0;0;0;20;700.0;500.0;28.0
128;184;Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0
129;185;Apartamento;Méier;2;0;0;56;899.0;402.0;135.0
130;187;Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0
131;188;Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0
132;189;Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0
133;190;Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0
134;191;Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0
135;194;Apartamento;Barra da Tijuca;1;1;1;65;2350.0;;
136;195;Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0
137;196;Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0
138;197;Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;
139;198;Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0
140;199;Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0
141;200;Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0
142;201;Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0
143;202;Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;
144;203;Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0
145;205;Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;
146;206;Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0
147;208;Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;
148;209;Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0
149;210;Flat;Copacabana;1;1;0;63;3600.0;1215.0;
150;211;Flat;Leblon;1;0;1;50;4500.0;1300.0;150.0
151;212;Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0
152;213;Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;
153;215;Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0
154;216;Casa;Jardim Carioca;3;2;1;135;3000.0;;
155;218;Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0
156;220;Quitinete;Centro;0;0;0;28;700.0;400.0;16.0
157;221;Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0
158;223;Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;
159;224;Apartamento;Tijuca;1;0;0;65;1200.0;320.0;
160;225;Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0
161;226;Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0
162;227;Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;
163;228;Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0
164;229;Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;
165;230;Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0
166;231;Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0
167;233;Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;
168;234;Apartamento;Tijuca;3;0;0;75;1800.0;350.0;
169;235;Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0
170;236;Casa;Lins de Vasconcelos;2;0;0;40;950.0;;50.0
171;237;Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0
172;243;Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0
173;245;Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;
174;246;Apartamento;Tijuca;2;1;1;71;1500.0;600.0;
175;247;Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0
176;248;Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0
177;249;Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0
178;253;Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0
179;254;Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0
180;256;Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;
181;257;Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0
182;258;Apartamento;Cidade Nova;1;0;0;46;1000.0;;
183;259;Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0
184;261;Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0
185;262;Quitinete;Copacabana;1;0;0;23;1000.0;562.0;
186;263;Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;
187;264;Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0
188;265;Apartamento;Olaria;1;0;0;39;800.0;;
189;266;Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0
190;267;Apartamento;Campo Grande;2;0;0;60;800.0;380.0;
191;268;Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0
192;269;Casa;Tijuca;4;1;1;191;4000.0;300.0;
193;270;Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0
194;271;Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0
195;272;Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0
196;273;Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0
197;275;Apartamento;Leblon;3;0;1;85;8500.0;;1719.0
198;276;Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0
199;277;Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0
200;279;Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;
201;280;Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0
202;281;Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0
203;283;Apartamento;Taquara;2;2;0;55;790.0;350.0;
204;284;Quitinete;Centro;1;0;0;33;990.0;463.0;25.0
205;285;Apartamento;Copacabana;2;0;0;54;1800.0;590.0;
206;288;Flat;Arpoador;1;1;1;55;3000.0;1865.0;337.0
207;289;Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0
208;290;Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0
209;291;Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0
210;292;Apartamento;Tomás Coelho;2;0;0;70;800.0;;
211;293;Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0
212;294;Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0
213;295;Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0
214;296;Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0
215;297;Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0
216;298;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0
217;299;Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0
218;300;Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0
219;301;Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;
220;302;Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;
221;303;Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0
222;306;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0
223;308;Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0
224;309;Apartamento;Olaria;2;0;0;90;1000.0;150.0;
225;310;Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0
226;311;Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0
227;312;Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0
228;313;Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0
229;315;Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;
230;316;Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0
231;317;Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0
232;320;Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0
233;322;Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0
234;323;Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0
235;324;Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;;
236;325;Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0
237;327;Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0
238;329;Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0
239;332;Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0
240;334;Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;
241;335;Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0
242;336;Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;
243;339;Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0
244;341;Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0
245;342;Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0
246;345;Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0
247;346;Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;
248;347;Loft;Barra da Tijuca;1;1;1;78;2700.0;1370.0;188.0
249;348;Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;
250;349;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0
251;351;Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0
252;354;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0
253;355;Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0
254;357;Casa;Grajaú;5;4;2;450;7000.0;;500.0
255;358;Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;
256;359;Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0
257;361;Apartamento;Anil;2;1;0;48;1100.0;400.0;
258;362;Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0
259;363;Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0
260;364;Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;
261;366;Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0
262;367;Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0
263;369;Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0
264;370;Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0
265;371;Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0
266;372;Casa;Tanque;2;1;0;59;1200.0;170.0;
267;375;Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;
268;377;Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0
269;378;Casa;Campo Grande;3;0;0;200;2100.0;;
270;381;Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0
271;384;Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0
272;385;Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0
273;386;Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0
274;388;Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0
275;390;Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0
276;391;Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;
277;396;Apartamento;Madureira;2;0;0;40;600.0;415.0;
278;397;Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;
279;398;Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0
280;400;Casa;Bonsucesso;2;0;0;51;1000.0;;
281;401;Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0
282;402;Apartamento;Campo Grande;2;0;1;58;1000.0;;
283;403;Flat;Humaitá;1;1;0;55;2000.0;1232.0;176.0
284;405;Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0
285;406;Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;
286;407;Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0
287;409;Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0
288;411;Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0
289;413;Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0
290;414;Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0
291;415;Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0
292;416;Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0
293;418;Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0
294;419;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;
295;420;Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;
296;421;Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;
297;423;Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0
298;425;Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0
299;426;Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0
300;428;Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0
301;430;Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;
302;431;Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0
303;432;Apartamento;Leme;3;1;1;175;8000.0;1380.0;
304;433;Casa;Engenho Novo;2;0;0;70;1100.0;;
305;435;Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;
306;436;Apartamento;Humaitá;2;1;0;64;2500.0;520.0;
307;438;Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0
308;439;Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0
309;440;Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;
310;441;Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0
311;442;Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0
312;443;Apartamento;Irajá;2;1;0;65;1100.0;255.0;
313;444;Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;
314;447;Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;
315;448;Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0
316;449;Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0
317;450;Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0
318;451;Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0
319;453;Quitinete;Copacabana;1;0;0;15;1100.0;600.0;
320;456;Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0
321;459;Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;;
322;460;Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0
323;461;Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0
324;463;Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0
325;464;Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0
326;465;Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0
327;467;Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0
328;468;Casa;Jardim Botânico;2;4;1;107;9500.0;;1091.0
329;471;Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0
330;472;Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0
331;473;Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0
332;474;Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0
333;476;Apartamento;Leblon;4;3;4;260;13500.0;3100.0;
334;477;Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;;653.0
335;482;Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0
336;483;Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0
337;484;Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0
338;485;Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0
339;487;Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0
340;488;Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;
341;489;Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0
342;491;Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0
343;493;Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0
344;495;Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0
345;496;Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0
346;498;Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;
347;501;Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0
348;502;Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0
349;503;Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;
350;504;Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;
351;506;Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;
352;507;Casa;Botafogo;12;5;0;500;18000.0;;1800.0
353;509;Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0
354;512;Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0
355;514;Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0
356;515;Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0
357;516;Casa;Catete;10;0;10;300;15000.0;;220.0
358;517;Apartamento;Urca;1;0;0;53;2800.0;770.0;
359;518;Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0
360;519;Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0
361;520;Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0
362;521;Quitinete;Glória;1;0;1;26;850.0;321.0;29.0
363;522;Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0
